index,Batch_Loss
0,119.61321258544922
1,80.46841430664062
2,56.46012878417969
3,50.278907775878906
4,40.43437194824219
5,60.01661682128906
6,39.06995391845703
7,33.744041442871094
8,38.13941955566406
9,36.036895751953125
10,36.444278717041016
11,60.24980163574219
12,47.547088623046875
13,30.70224380493164
14,44.62042999267578
15,46.016380310058594
16,28.29635238647461
17,46.940120697021484
18,32.387596130371094
19,37.41130065917969
20,28.701305389404297
21,49.81941604614258
22,29.56374740600586
23,41.17039108276367
24,37.70417022705078
25,31.763071060180664
26,27.8983154296875
27,36.3095703125
28,38.10041427612305
29,29.419864654541016
30,39.480533599853516
31,29.933317184448242
32,32.837867736816406
33,35.86531066894531
34,60.32434844970703
35,34.0491943359375
36,36.878761291503906
37,35.56840896606445
38,29.243736267089844
39,32.02724838256836
40,40.050819396972656
41,31.791749954223633
42,24.68054962158203
43,47.04438781738281
44,41.39353561401367
45,41.956871032714844
46,27.09898567199707
47,41.022239685058594
48,42.102333068847656
49,31.874332427978516
50,32.37140655517578
51,22.586820602416992
52,42.5020866394043
53,35.469120025634766
54,28.026063919067383
55,28.94558334350586
56,34.4040641784668
57,25.198837280273438
58,32.01539611816406
59,32.382694244384766
60,25.755207061767578
61,37.53804397583008
62,26.79849624633789
63,28.18092918395996
64,27.221893310546875
65,23.953947067260742
66,25.333585739135742
67,27.225549697875977
68,44.789512634277344
69,31.42219352722168
70,29.522197723388672
71,35.595619201660156
72,26.30754852294922
73,27.162395477294922
74,20.49486541748047
75,33.712547302246094
76,29.324420928955078
77,44.01301574707031
78,27.069059371948242
79,43.056148529052734
80,33.18090057373047
81,25.034143447875977
82,33.868377685546875
83,26.633455276489258
84,22.10134506225586
85,36.356468200683594
86,32.841426849365234
87,23.782684326171875
88,30.022998809814453
89,22.19064712524414
90,28.27511215209961
91,33.761756896972656
92,37.11111068725586
93,33.14698028564453
94,30.66521644592285
95,27.521963119506836
96,35.269012451171875
97,27.61979866027832
98,33.80622482299805
99,25.354541778564453
100,21.873750686645508
101,19.798938751220703
102,24.019371032714844
103,20.044191360473633
104,31.185935974121094
105,29.48989486694336
106,30.697635650634766
107,28.721847534179688
108,34.271751403808594
109,37.245033264160156
110,26.267541885375977
111,34.882179260253906
112,41.584564208984375
113,36.8520393371582
114,28.900527954101562
115,24.33795166015625
116,25.65045738220215
117,23.798181533813477
118,31.47854995727539
119,29.783185958862305
120,28.336395263671875
121,25.761014938354492
122,33.06951141357422
123,24.287734985351562
124,38.54421615600586
125,25.386110305786133
126,29.565584182739258
127,29.080720901489258
128,29.962596893310547
129,28.39398956298828
130,30.29180908203125
131,15.744720458984375
132,28.508331298828125
133,27.660682678222656
134,23.290071487426758
135,35.303611755371094
136,37.57318115234375
137,20.833415985107422
138,19.115381240844727
139,22.799392700195312
140,24.01621437072754
141,39.733638763427734
142,30.128522872924805
143,43.33604049682617
144,23.890348434448242
145,19.12188720703125
146,21.87282371520996
147,40.79469299316406
148,29.0863094329834
149,25.74698829650879
150,22.24326515197754
151,31.831993103027344
152,19.700897216796875
153,25.996509552001953
154,19.299697875976562
155,21.140785217285156
156,29.134090423583984
157,19.22087860107422
158,27.285717010498047
159,25.752941131591797
160,33.03447341918945
161,25.670162200927734
162,26.66750717163086
163,21.456052780151367
164,26.459470748901367
165,24.85611343383789
166,35.369285583496094
167,25.02802276611328
168,22.050012588500977
169,25.897750854492188
170,30.138208389282227
171,19.030982971191406
172,16.915321350097656
173,23.386173248291016
174,41.94187927246094
175,30.489822387695312
176,19.430774688720703
177,18.797718048095703
178,21.8443660736084
179,18.004501342773438
180,38.11663055419922
181,26.04102325439453
182,27.071340560913086
183,25.28380012512207
184,23.230178833007812
185,25.5729923248291
186,34.69845199584961
187,31.85230827331543
188,31.196073532104492
189,35.461082458496094
190,18.743316650390625
191,23.02581787109375
192,20.78044319152832
193,30.222875595092773
194,36.353118896484375
195,29.53429412841797
196,18.253292083740234
197,26.836973190307617
198,33.960533142089844
199,20.773344039916992
200,28.338844299316406
201,32.32933807373047
202,34.636905670166016
203,17.8941593170166
204,26.537893295288086
205,25.66336441040039
206,30.725351333618164
207,28.720561981201172
208,24.22939109802246
209,24.741697311401367
210,24.858835220336914
211,28.19623565673828
212,32.50227355957031
213,31.070024490356445
214,32.62481689453125
215,26.08576202392578
216,32.72529983520508
217,21.929773330688477
218,22.06485939025879
219,30.898265838623047
220,14.757970809936523
221,24.69012451171875
222,21.868839263916016
223,30.334239959716797
224,31.096820831298828
225,26.63766860961914
226,32.59209060668945
227,33.309165954589844
228,24.907142639160156
229,24.39365577697754
230,30.457250595092773
231,42.47150802612305
232,22.354631423950195
233,23.39280891418457
234,25.9384765625
235,35.174556732177734
236,27.41472625732422
237,36.44940185546875
238,22.187862396240234
239,22.88376235961914
240,20.07023811340332
241,21.216602325439453
242,18.026926040649414
243,25.78570556640625
244,24.09047508239746
245,25.876516342163086
246,21.93291664123535
247,21.152183532714844
248,27.552885055541992
249,33.310733795166016
250,18.016843795776367
251,25.675823211669922
252,18.5471134185791
253,18.826766967773438
254,20.275188446044922
255,22.314237594604492
256,29.534828186035156
257,23.574296951293945
258,20.278261184692383
259,22.253902435302734
260,29.175148010253906
261,16.746000289916992
262,21.46695327758789
263,29.050447463989258
264,25.92665672302246
265,20.304975509643555
266,30.881717681884766
267,15.895374298095703
268,23.30788803100586
269,24.90958023071289
270,28.977201461791992
271,25.352828979492188
272,25.313390731811523
273,21.120702743530273
274,19.639677047729492
275,22.861204147338867
276,23.979877471923828
277,31.403011322021484
278,37.072654724121094
279,23.546175003051758
280,22.346755981445312
281,25.22429656982422
282,22.152450561523438
283,14.967899322509766
284,31.988996505737305
285,24.854738235473633
286,41.78953170776367
287,24.630056381225586
288,18.43690299987793
289,24.941173553466797
290,14.629759788513184
291,33.202796936035156
292,15.565276145935059
293,17.825777053833008
294,18.903474807739258
295,27.73644256591797
296,19.008167266845703
297,26.55707550048828
298,33.14117431640625
299,18.196186065673828
300,25.058874130249023
301,17.096460342407227
302,19.382200241088867
303,20.432540893554688
304,35.93788146972656
305,35.054744720458984
306,22.53742790222168
307,20.651775360107422
308,23.4086856842041
309,16.79836654663086
310,20.812042236328125
311,21.487194061279297
312,35.48108673095703
313,33.2998046875
314,35.79692077636719
315,17.77521324157715
316,21.030315399169922
317,18.2750301361084
318,21.678897857666016
319,25.894134521484375
320,20.85272979736328
321,29.30052375793457
322,21.592838287353516
323,24.807552337646484
324,22.151626586914062
325,13.278820037841797
326,39.477210998535156
327,23.56598472595215
328,14.980542182922363
329,26.02559471130371
330,26.466293334960938
331,21.006319046020508
332,32.12077331542969
333,13.625195503234863
334,16.90192413330078
335,24.53679656982422
336,19.563447952270508
337,24.754199981689453
338,28.812210083007812
339,20.765422821044922
340,24.898136138916016
341,25.564434051513672
342,21.937606811523438
343,22.766162872314453
344,23.43828582763672
345,18.476211547851562
346,35.72665786743164
347,17.8531494140625
348,21.344867706298828
349,27.404178619384766
350,29.338624954223633
351,19.853191375732422
352,15.446279525756836
353,16.984203338623047
354,20.683837890625
355,30.615550994873047
356,27.940162658691406
357,36.05891799926758
358,20.725234985351562
359,26.20029067993164
360,19.189266204833984
361,15.38421630859375
362,30.952167510986328
363,27.260719299316406
364,22.71470069885254
365,17.951704025268555
366,21.606367111206055
367,29.8515682220459
368,11.850154876708984
369,28.238182067871094
370,13.071186065673828
371,23.1331787109375
372,18.027101516723633
373,18.59927749633789
374,23.958192825317383
375,21.9086856842041
376,22.971715927124023
377,33.21775817871094
378,29.06734275817871
379,22.897247314453125
380,27.28901481628418
381,19.528207778930664
382,26.622188568115234
383,23.270198822021484
384,19.300554275512695
385,26.27460479736328
386,27.218624114990234
387,28.80138397216797
388,21.406038284301758
389,23.668609619140625
390,21.819091796875
391,13.804333686828613
392,45.13618850708008
393,29.20171546936035
394,24.013710021972656
395,15.32296371459961
396,18.547103881835938
397,21.479124069213867
398,29.03829574584961
399,24.250436782836914
400,16.809223175048828
401,17.780208587646484
402,25.718748092651367
403,26.428117752075195
404,22.497966766357422
405,21.61431884765625
406,25.17214584350586
407,25.246295928955078
408,16.7869930267334
409,25.11778450012207
410,16.850446701049805
411,17.05343246459961
412,15.657400131225586
413,23.537961959838867
414,26.654253005981445
415,16.479604721069336
416,15.358798027038574
417,23.522972106933594
418,19.27301597595215
419,27.54779815673828
420,19.121068954467773
421,20.296228408813477
422,33.85933303833008
423,22.47677993774414
424,23.958908081054688
425,18.59811019897461
426,19.958175659179688
427,20.370773315429688
428,29.648611068725586
429,15.261737823486328
430,21.69696617126465
431,23.98798942565918
432,21.396821975708008
433,25.26470375061035
434,16.643321990966797
435,18.251373291015625
436,15.95553207397461
437,27.153974533081055
438,26.270862579345703
439,16.795454025268555
440,17.614418029785156
441,20.099002838134766
442,16.10824203491211
443,18.931880950927734
444,27.39691734313965
445,17.855297088623047
446,33.501155853271484
447,27.233924865722656
448,24.254966735839844
449,23.942276000976562
450,20.96458625793457
451,33.378883361816406
452,28.65200424194336
453,16.540817260742188
454,25.6529483795166
455,17.83306121826172
456,21.542861938476562
457,30.02428436279297
458,14.914237022399902
459,18.282670974731445
460,21.418148040771484
461,22.07413673400879
462,15.724328994750977
463,21.409076690673828
464,19.83065414428711
465,28.50872802734375
466,25.745620727539062
467,25.35042953491211
468,18.30333137512207
469,16.624296188354492
470,14.739398956298828
471,15.201112747192383
472,20.207670211791992
473,28.414840698242188
474,22.05703353881836
475,17.36929702758789
476,19.773378372192383
477,24.383655548095703
478,28.89710235595703
479,31.926589965820312
480,22.827720642089844
481,28.62784194946289
482,20.191112518310547
483,23.44502830505371
484,27.779769897460938
485,19.805294036865234
486,19.168073654174805
487,19.556312561035156
488,23.979835510253906
489,15.9412202835083
490,19.462831497192383
491,18.31687355041504
492,22.835599899291992
493,21.176555633544922
494,34.454078674316406
495,20.255657196044922
496,33.135005950927734
497,14.452589988708496
498,24.223163604736328
499,14.823497772216797
500,30.05768394470215
501,28.58332633972168
502,26.302555084228516
503,33.50225067138672
504,21.968299865722656
505,27.309680938720703
506,31.851123809814453
507,15.594228744506836
508,18.057273864746094
509,24.991008758544922
510,17.567031860351562
511,21.003856658935547
512,28.975257873535156
513,23.582508087158203
514,31.73518943786621
515,14.223257064819336
516,19.614173889160156
517,19.36222267150879
518,31.883384704589844
519,18.989805221557617
520,25.30720329284668
521,23.188203811645508
